name,keyword,snippet
arrowSmallUp.png,arrowSmallUp.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/9fc11c38be8433c687ef54ace5be16a3.png"" width=""24"" aria-hidden=""true"">"
arrowUndo.png,arrowUndo.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/4c6609e80d6360e1283a50ac574b5154.png"" width=""24"" aria-hidden=""true"">"
arrowZoom.png,arrowZoom.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/8a96aec5f3b3071f4e05a6ce33150fc5.png"" width=""24"" aria-hidden=""true"">"
autoLayout.svg,autoLayout.svg,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/files/68988f9794c4df0a49698358d5cc42b0.svg"" width=""24"" aria-hidden=""true"">"
canvasAddComments.svg,canvasAddComments.svg,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/files/8bf060d2f0cfbdad24c4db9682d9d974.svg"" width=""24"" aria-hidden=""true"">"
canvasConnect.svg,canvasConnect.svg,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/files/c1dbc0f17b8f41530bce0d0d28e73d65.svg"" width=""24"" aria-hidden=""true"">"
canvasUserCursors.svg,canvasUserCursors.svg,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/files/f865724897eaab4f8b9b3ff7a791f059.svg"" width=""24"" aria-hidden=""true"">"
group.png,group.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/dffa316a19c76f3d3f46eddc97bef29e.png"" width=""24"" aria-hidden=""true"">"
group.svg,group.svg,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/files/0049e766e03c3f35eea0efea119a85e6.svg"" width=""24"" aria-hidden=""true"">"
userCursor.png,userCursor.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/c89b2ed74e3086ca8159eaff3dcd7c8b.png"" width=""24"" aria-hidden=""true"">"
commentAdd.png,commentAdd.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/63458b6e9e2fa6cb97fceb04ee0b912f.png"" width=""24"" aria-hidden=""true"">"
commentAddFill.png,commentAddFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/a11e906ce10defeb9e0d7804f4431fd2.png"" width=""24"" aria-hidden=""true"">"
